Exposure.ID,wasp.lineage,wasp.age.days,host.species,host.plant,pupa.mass,pupa.age.days,attempted2,wasp_success,bfly_success,attempted_binary,host.fate.no8,start3
PC14.9.4.10,P. cassotis,3.292,D. plexippus,A. incarnata,1.39,0.090277778,2,1,0,Attempt,Wasps emerged,0014-09
PC14.9.4.11,P. cassotis,3.292,D. plexippus,A. incarnata,1.52,0.020833333,2,1,0,Attempt,Wasps emerged,0014-09
PC14.9.4.12,P. cassotis,3.292,D. plexippus,A. incarnata,1.28,0.020833333,2,1,0,Attempt,Wasps emerged,0014-09
PCO16.2.24.1,P. cassotis,3.309,D. plexippus,A. curassavica,0.799,0.642361111,2,1,0,Attempt,Wasps emerged,0016-02
PC15.7.19.3,P. cassotis,3.319,D. plexippus,A. curassavica,1.328,0.611111111,2,1,0,Attempt,Wasps emerged,0015-07
PC16.2.11.1,P. cassotis,3.326,D. plexippus,A. incarnata,0.88,0.118055556,1b,0,1,Attempt,Butterfly,0016-02
I68,P. cassotis,3.347,D. plexippus,A. incarnata,1.28,0.138888889,2,1,0,Attempt,Wasps emerged,0014-10
I69,P. cassotis,3.347,D. plexippus,A. incarnata,1.03,0.118055556,2,1,0,Attempt,Wasps emerged,0014-10
I70,P. cassotis,3.347,D. plexippus,A. incarnata,0.872,0.097222222,2,1,0,Attempt,Wasps emerged,0014-10
I71,P. cassotis,3.347,D. plexippus,A. incarnata,1.1,0.138888889,2,1,0,Attempt,Wasps emerged,0014-10
I72,P. cassotis,3.347,D. plexippus,A. incarnata,1.17,0.034722222,2,1,0,Attempt,Wasps emerged,0014-10
I73,P. cassotis,3.347,D. plexippus,A. incarnata,0.777,0,2,1,0,Attempt,Wasps emerged,0014-10
PCN16.9.17.1,P. cassotis,3.521,D. plexippus,A. incarnata,1.149,0.083333333,2,1,0,Attempt,Wasps emerged,0016-09
5c4j1,P. puparum,3.535,D. plexippus,A. curassavica,1.07,0.034722222,0,0,1,No attempt,Butterfly,0013-10
PCF16.9.13.2,P. cassotis,3.556,D. plexippus,A. incarnata,1.291,0.222222222,2,1,0,Attempt,Wasps emerged,0016-09
h10,P. puparum,3.969,D. plexippus,A. incarnata,0.84,0.041666667,1b,0,1,Attempt,Butterfly,0013-10
h9,P. puparum,3.969,D. plexippus,A. incarnata,0.95,0.041666667,0,0,1,No attempt,Butterfly,0013-10
PC15.5.26.1,P. cassotis,3.976,D. plexippus,A. curassavica,1.176,0.152777778,2,1,0,Attempt,Wasps emerged,0015-05
PC15.5.20.3,P. cassotis,4,D. plexippus,A. curassavica,1.089,0.083333333,2,1,0,Attempt,Wasps emerged,0015-05
PC15.7.30.3,P. cassotis,4.014,D. plexippus,A. incarnata,NA,0.222222222,2,1,0,Attempt,Wasps emerged,0015-07
PC15.9.7.1,P. cassotis,4.014,D. plexippus,A. curassavica,0.875,0.138888889,1d,0,0,Attempt,Dead wasps in host,0015-09
PC16.3.27.1,P. cassotis,4.014,D. plexippus,A. curassavica,0.775,0.388888889,1d,0,0,Attempt,Dead wasps in host,0016-03
BEC.3.11.3.W,P. cassotis,4.069,D. plexippus,A. curassavica,1.244,0.222222164,1d,0,0,Attempt,"Dead butterfly, no wasps",0016-03
BEC.3.11.4.C,P. cassotis,4.069,D. plexippus,A. curassavica,1.269,0.229166609,1d,0,0,Attempt,Dead wasps in host,0016-03
BEC.3.11.2.W,P. cassotis,4.069,D. plexippus,A. curassavica,1.323,0.243055556,0,0,1,No attempt,Butterfly,0016-03
PC15.5.21.2,P. cassotis,4.083,D. plexippus,A. curassavica,1.134,0.104166667,2,1,0,Attempt,Wasps emerged,0015-05
BEC.3.25.1.C,P. cassotis,4.09,D. plexippus,A. incarnata,1.177,0.298611111,1d,0,0,Attempt,Dead wasps in host,0016-03
BEC.3.25.1.M,P. cassotis,4.09,D. plexippus,A. incarnata,1.3,0.222222222,2,1,0,Attempt,Wasps emerged,0016-03
BEC.3.25.1.W,P. cassotis,4.09,D. plexippus,A. incarnata,1.437,0.236111111,2,1,0,Attempt,Wasps emerged,0016-03
BEC.3.25.2.C,P. cassotis,4.09,D. plexippus,A. incarnata,1.329,0.25,1d,0,0,Attempt,Dead wasps in host,0016-03
BEC.3.25.2.M,P. cassotis,4.09,D. plexippus,A. incarnata,1.167,0.340277778,0,0,1,No attempt,Butterfly,0016-03
BEC.3.25.2.W,P. cassotis,4.09,D. plexippus,A. incarnata,1.259,0.256944444,2,1,0,Attempt,Wasps emerged,0016-03
BEC.3.25.3.C,P. cassotis,4.09,D. plexippus,A. incarnata,1.171,0.222222222,1d,0,0,Attempt,Dead wasps in host,0016-03
BEC.3.25.3.M,P. cassotis,4.09,D. plexippus,A. incarnata,1.28,0.340277778,2,1,0,Attempt,Wasps emerged,0016-03
BEC.3.25.3.W,P. cassotis,4.09,D. plexippus,A. incarnata,1.382,0.222222222,2,1,0,Attempt,Wasps emerged,0016-03
PC15.6.9.2,P. cassotis,4.104,D. plexippus,A. incarnata,1.26,0.0625,2,1,0,Attempt,Wasps emerged,0015-06
PCO16.2.13.1,P. cassotis,4.104,D. plexippus,A. incarnata,0.933,0.020833333,2,1,0,Attempt,Wasps emerged,0016-02
PCTOX15.7.20.1,P. cassotis,4.115,D. plexippus,A. curassavica,0.894,0.15625,0,0,1,No attempt,Butterfly,0015-07
I74,P. cassotis,4.125,D. plexippus,A. incarnata,0.711,0.739583333,2,1,0,Attempt,Wasps emerged,0014-10
I75,P. cassotis,4.125,D. plexippus,A. incarnata,1.23,0.78125,2,1,0,Attempt,Wasps emerged,0014-10
I76,P. cassotis,4.125,D. plexippus,A. incarnata,1.23,0.795138889,0,0,1,No attempt,Butterfly,0014-10
PCO16.9.27.1,P. cassotis,4.125,D. plexippus,A. incarnata,1.067,0.822916667,2,1,0,Attempt,Wasps emerged,0016-09
PC15.5.18.2,P. cassotis,4.163,D. plexippus,A. curassavica,1.29,0.163194444,2,1,0,Attempt,Wasps emerged,0015-05
PC15.5.18.4,P. cassotis,4.163,D. plexippus,A. incarnata,1.07,0.111111111,2,1,0,Attempt,Wasps emerged,0015-05
PC16.3.25.1,P. cassotis,4.188,D. plexippus,A. curassavica,1.158,0.1875,2,1,0,Attempt,Wasps emerged,0016-03
PC15.7.20.18,P. cassotis,4.191,D. plexippus,A. curassavica,1.045,0.107638889,0,0,1,No attempt,Butterfly,0015-07
PC15.7.20.19,P. cassotis,4.191,D. plexippus,A. curassavica,0.821,0.107638889,2,1,0,Attempt,Wasps emerged,0015-07
PC15.7.20.20,P. cassotis,4.201,D. plexippus,A. curassavica,1.442,0.034722222,2,1,0,Attempt,Wasps emerged,0015-07
PCO16.8.18.1,P. cassotis,4.208,D. plexippus,A. curassavica,1.25,0.770833333,1d,0,0,Attempt,Dead wasps in host,0016-08
PC14.9.5.2,P. cassotis,4.222,D. plexippus,A. incarnata,1.32,0.888888889,2,1,0,Attempt,Wasps emerged,0014-09
PC16.8.13.1,P. cassotis,4.24,D. plexippus,A. incarnata,1.186,0.267361111,2,1,0,Attempt,Wasps emerged,0016-08
PC15.9.2.5,P. cassotis,4.25,D. plexippus,A. curassavica,0.996,0.145833333,2,1,0,Attempt,Wasps emerged,0015-09
PC16.2.23.2,P. cassotis,4.26,D. plexippus,A. curassavica,0.582,0.09375,2,1,0,Attempt,Wasps emerged,0016-02
PC14.9.4.7,P. cassotis,4.292,D. plexippus,A. incarnata,1.38,0.135416667,0,0,1,No attempt,Butterfly,0014-09
PC14.9.4.8,P. cassotis,4.292,D. plexippus,A. incarnata,1.31,0.145833333,2,1,0,Attempt,Wasps emerged,0014-09
PC14.9.4.9,P. cassotis,4.292,D. plexippus,A. incarnata,1.55,0.090277778,2,1,0,Attempt,Wasps emerged,0014-09
PCF16.8.19.3,P. cassotis,4.302,D. plexippus,A. curassavica,0.961,0.260416667,2,1,0,Attempt,Wasps emerged,0016-08
5c6l1,P. puparum,4.344,D. plexippus,A. curassavica,0.68,0.59375,1b,0,1,Attempt,Butterfly,0013-10
BSL-PC11,P. cassotis,4.344,D. plexippus,A. curassavica,1.471,0.84375,1d,0,0,Attempt,Dead wasps in host,0016-09
I40,P. cassotis,4.354,D. plexippus,A. incarnata,1.37,0.208333333,2,1,0,Attempt,Wasps emerged,0014-09
I41,P. cassotis,4.354,D. plexippus,A. incarnata,1.14,0.208333333,2,1,0,Attempt,Wasps emerged,0014-09
I42,P. cassotis,4.354,D. plexippus,A. incarnata,1.29,-0.020833333,1d,0,0,Attempt,"Dead butterfly, no wasps",0014-09
PC16.8.5.2,P. cassotis,4.41,D. plexippus,A. incarnata,0.983,0.659722222,2,1,0,Attempt,Wasps emerged,0016-08
PC15.9.2.3,P. cassotis,4.542,D. plexippus,A. curassavica,1.065,0.208333333,0,0,1,No attempt,Butterfly,0015-09
w4,P. puparum,4.667,D. plexippus,A. incarnata,1.24,0.006944444,0,0,1,No attempt,Butterfly,0013-09
w10,P. puparum,4.757,D. plexippus,A. curassavica,1.1,0.006944444,0,0,1,No attempt,Butterfly,0013-09
w5,P. puparum,4.757,D. plexippus,A. incarnata,0.88,0.020833333,0,0,1,No attempt,Butterfly,0013-09
w6,P. puparum,4.757,D. plexippus,A. incarnata,0.99,0.020833333,0,0,1,No attempt,Butterfly,0013-09
w7,P. puparum,4.757,D. plexippus,A. incarnata,1.02,0.020833333,1b,0,1,Attempt,Butterfly,0013-09
w8,P. puparum,4.757,D. plexippus,A. incarnata,1.04,0.020833333,0,0,1,No attempt,Butterfly,0013-09
w9,P. puparum,4.757,D. plexippus,A. incarnata,1.18,0.006944444,0,0,1,No attempt,Butterfly,0013-09
w11,P. puparum,4.764,D. plexippus,A. incarnata,1.16,0.024305556,1b,0,1,Attempt,Butterfly,0013-09
w12,P. puparum,4.764,D. plexippus,A. incarnata,1.42,0.014583333,1b,0,1,Attempt,Butterfly,0013-09
w13,P. puparum,4.764,D. plexippus,A. incarnata,1.34,0.041666667,0,0,1,No attempt,Butterfly,0013-09
w14,P. puparum,4.764,D. plexippus,A. incarnata,1.16,0.041666667,1b,0,1,Attempt,Butterfly,0013-09
ok3a,P. cassotis,4.868,D. plexippus,A. curassavica,1.47,0.159722222,1b,0,1,Attempt,Butterfly,0013-10
PC.DIAP.14.11,P. cassotis,4.903,D. plexippus,A. curassavica,1.4,0.090277778,0,0,1,No attempt,Butterfly,0014-09
PC15.5.19.6,P. cassotis,4.931,D. plexippus,A. incarnata,1.188,0.003472222,2,1,0,Attempt,Wasps emerged,0015-05
BEC.3.12.1.C,P. cassotis,4.941,D. plexippus,A. curassavica,1.48,0.232638889,0,0,1,No attempt,Butterfly,0016-03
BEC.3.12.1.W,P. cassotis,4.941,D. plexippus,A. curassavica,1.375,0.232638889,2,1,0,Attempt,Wasps emerged,0016-03
PCTOX15.7.15.2,P. cassotis,4.958,D. plexippus,A. curassavica,1.164,0.027777778,2,1,0,Attempt,Wasps emerged,0015-07
PC15.5.22.2,P. cassotis,4.99,D. plexippus,A. incarnata,1.343,0.09375,2,1,0,Attempt,Wasps emerged,0015-05
PC15.5.22.6,P. cassotis,4.99,D. plexippus,A. curassavica,1.01,0.024305556,2,1,0,Attempt,Wasps emerged,0015-05
PC16.8.27.1,P. cassotis,4.99,D. plexippus,A. curassavica,0.89,0.572916667,0,0,1,No attempt,Butterfly,0016-08
ok3b,P. cassotis,5.021,D. plexippus,A. incarnata,0.95,0.003472222,2,1,0,Attempt,Wasps emerged,0013-10
PC16.2.27.1,P. cassotis,5.024,D. plexippus,A. curassavica,1.355,0.09375,2,1,0,Attempt,Wasps emerged,0016-02
PC16.2.27.2,P. cassotis,5.024,D. plexippus,A. curassavica,0.989,0.086805556,2,1,0,Attempt,Wasps emerged,0016-02
PC15.5.7.1,P. cassotis,5.042,D. plexippus,A. curassavica,1.288,0.125,2,1,0,Attempt,Wasps emerged,0015-05
PC16.4.30.1,P. cassotis,5.052,D. plexippus,A. incarnata,1.011,0.427083333,2,1,0,Attempt,Wasps emerged,0016-04
PC16.9.28.1,P. cassotis,5.062,D. plexippus,A. incarnata,1.083,0.479166609,1d,0,0,Attempt,"Dead butterfly, no wasps",0016-09
PC15.5.19.1,P. cassotis,5.076,D. plexippus,A. curassavica,1.172,0.003472222,2,1,0,Attempt,Wasps emerged,0015-05
PC15.9.11.2,P. cassotis,5.115,D. plexippus,A. curassavica,1.115,0.28125,1b,0,1,Attempt,Butterfly,0015-09
PC15.5.21.1,P. cassotis,5.125,D. plexippus,A. incarnata,1.431,0.166666667,2,1,0,Attempt,Wasps emerged,0015-05
PC16.8.6.1,P. cassotis,5.16,D. plexippus,A. incarnata,0.844,0.701388889,1d,0,0,Attempt,"Dead butterfly, no wasps",0016-08
PC16.8.14.1,P. cassotis,5.167,D. plexippus,A. curassavica,1.11,0.416666667,1d,0,0,Attempt,Dead wasps in host,0016-08
PCF16.8.14.1,P. cassotis,5.167,D. plexippus,A. incarnata,1.422,0.416666667,2,1,0,Attempt,Wasps emerged,0016-08
PCF16.8.14.3,P. cassotis,5.167,D. plexippus,A. incarnata,1.071,0.416666667,1d,0,0,Attempt,"Dead butterfly, no wasps",0016-08
PCF16.8.14.4,P. cassotis,5.167,D. plexippus,A. incarnata,1.1,0.416666667,2,1,0,Attempt,Wasps emerged,0016-08
PCO16.9.28.1,P. cassotis,5.187,D. plexippus,A. incarnata,0.971,0.937499942,2,1,0,Attempt,Wasps emerged,0016-09
PCO16.9.28.2,P. cassotis,5.187,D. plexippus,A. incarnata,1.13,0.479166609,2,1,0,Attempt,Wasps emerged,0016-09
PCO16.2.14.2,P. cassotis,5.188,D. plexippus,A. incarnata,0.809,0.069444444,2,1,0,Attempt,Wasps emerged,0016-02
PC15.5.19.4,P. cassotis,5.191,D. plexippus,A. curassavica,1.553,0.086805556,1b,0,1,Attempt,Butterfly,0015-05
PC15.9.2.4,P. cassotis,5.208,D. plexippus,A. curassavica,1.222,0.145833333,2,1,0,Attempt,Wasps emerged,0015-09
PC16.4.22.1,P. cassotis,5.215,D. plexippus,A. incarnata,1.212,0.034722222,2,1,0,Attempt,Wasps emerged,0016-04
PC14.9.5.3,P. cassotis,5.222,D. plexippus,A. incarnata,1.16,0.909722222,2,1,0,Attempt,Wasps emerged,0014-09
PC14.9.5.4,P. cassotis,5.222,D. plexippus,A. incarnata,1.64,0.065972222,2,1,0,Attempt,Wasps emerged,0014-09
PC14.7.22.2,P. cassotis,5.229,D. plexippus,A. incarnata,1.38,0.277777778,2,1,0,Attempt,Wasps emerged,0014-07
PC15.6.9.1,P. cassotis,5.229,D. plexippus,A. incarnata,1.237,0.083333333,1b,0,1,Attempt,Butterfly,0015-06
PC16.2.26.1,P. cassotis,5.25,D. plexippus,A. incarnata,1.288,0.125,2,1,0,Attempt,Wasps emerged,0016-02
PCO16.2.26.1,P. cassotis,5.25,D. plexippus,A. incarnata,1.072,0.125,2,1,0,Attempt,Wasps emerged,0016-02
PC16.4.23.2,P. cassotis,5.271,D. plexippus,A. incarnata,NA,0.604166609,1d,0,0,Attempt,"Dead butterfly, no wasps",0016-04
PC16.8.28.1,P. cassotis,5.281,D. plexippus,A. incarnata,1.002,0.614583333,0,0,0,No attempt,"Dead butterfly, no wasps",0016-08
PC15.7.21.2,P. cassotis,5.285,D. plexippus,A. curassavica,1.059,0.159722222,0,0,1,No attempt,Butterfly,0015-07
PCF16.8.29.2,P. cassotis,5.302,D. plexippus,A. incarnata,0.792,0.010416667,1d,0,0,Attempt,"Dead butterfly, no wasps",0016-08
PC14.9.6.3,P. cassotis,5.323,D. plexippus,A. incarnata,1.32,0.239583333,2,1,0,Attempt,Wasps emerged,0014-09
PC14.9.6.4,P. cassotis,5.323,D. plexippus,A. incarnata,1.49,0.239583333,2,1,0,Attempt,Wasps emerged,0014-09
C65,P. cassotis,5.365,D. plexippus,A. curassavica,1.45,0.270833333,2,1,0,Attempt,Wasps emerged,0014-10
I81,P. cassotis,5.365,D. plexippus,A. incarnata,1.32,0.979166667,0,0,1,No attempt,Butterfly,0014-10
I82,P. cassotis,5.365,D. plexippus,A. incarnata,1.03,0.979166667,2,1,0,Attempt,Wasps emerged,0014-10
I83,P. cassotis,5.365,D. plexippus,A. incarnata,0.909,0.145833333,1d,0,0,Attempt,"Dead butterfly, no wasps",0014-10
PCF16.8.25.3,P. cassotis,5.396,D. plexippus,A. incarnata,1.071,0.121527778,2,1,0,Attempt,Wasps emerged,0016-08
PCF16.8.26.3,P. cassotis,5.417,D. plexippus,A. incarnata,0.992,0.104166667,0,0,0,No attempt,Butterfly,0016-08
I77,P. cassotis,5.438,D. plexippus,A. incarnata,0.821,0.979166667,2,1,0,Attempt,Wasps emerged,0014-10
I78,P. cassotis,5.438,D. plexippus,A. incarnata,0.938,0.979166667,0,0,1,No attempt,Butterfly,0014-10
I79,P. cassotis,5.438,D. plexippus,A. incarnata,1.05,0.979166667,2,1,0,Attempt,Wasps emerged,0014-10
I80,P. cassotis,5.438,D. plexippus,A. incarnata,0.73,0.979166667,2,1,0,Attempt,Wasps emerged,0014-10
5c6a1,P. puparum,5.583,D. plexippus,A. curassavica,1.05,0.666666667,1b,0,1,Attempt,Butterfly,0013-10
5c6h1,P. puparum,5.75,D. plexippus,A. curassavica,0.82,0.25,0,0,1,No attempt,Butterfly,0013-10
PC15.5.20.7,P. cassotis,5.823,D. plexippus,A. curassavica,1.246,0.03125,2,1,0,Attempt,Wasps emerged,0015-05
w15,P. puparum,5.847,D. plexippus,A. incarnata,1.09,0.055555556,0,0,1,No attempt,Butterfly,0013-09
BEC.3.13.1.W,P. cassotis,5.965,D. plexippus,A. curassavica,1.15,0.215277778,0,0,1,No attempt,Butterfly,0016-03
PC15.5.22.1,P. cassotis,6.031,D. plexippus,A. incarnata,1.316,0.15625,2,1,0,Attempt,Wasps emerged,0015-05
PCO16.4.7.1,P. cassotis,6.031,D. plexippus,A. incarnata,1.306,0.53125,2,1,0,Attempt,Wasps emerged,0016-04
PC15.5.23.1,P. cassotis,6.042,D. plexippus,A. incarnata,1.302,0.5,2,1,0,Attempt,Wasps emerged,0015-05
PC15.6.10.4,P. cassotis,6.056,D. plexippus,A. incarnata,1.168,0.222222222,2,1,0,Attempt,Wasps emerged,0015-06
PC15.5.20.4,P. cassotis,6.083,D. plexippus,A. curassavica,1.208,0.083333333,2,1,0,Attempt,Wasps emerged,0015-05
PC15.5.20.5,P. cassotis,6.083,D. plexippus,A. curassavica,1.165,0.083333333,2,1,0,Attempt,Wasps emerged,0015-05
PC15.5.17.1,P. cassotis,6.097,D. plexippus,A. curassavica,0.993,0.180555556,2,1,0,Attempt,Wasps emerged,0015-05
PCO16.2.5.16,P. cassotis,6.163,D. plexippus,A. incarnata,1.095,0.059027778,2,1,0,Attempt,Wasps emerged,0016-02
BEC.2.23.2.C,P. cassotis,6.174,D. plexippus,A. curassavica,1.119,0.215277778,0,0,1,No attempt,Butterfly,0016-02
BEC.2.23.2.M,P. cassotis,6.174,D. plexippus,A. curassavica,1.281,0.131944444,0,0,1,No attempt,Butterfly,0016-02
PCTOX15.7.16.1,P. cassotis,6.174,D. plexippus,A. curassavica,1.314,0.201388889,1d,0,0,Attempt,"Dead butterfly, no wasps",0015-07
PCTOX15.7.16.2,P. cassotis,6.174,D. plexippus,A. curassavica,1.07,0.1875,2,1,0,Attempt,Wasps emerged,0015-07
PCTOX15.7.16.3,P. cassotis,6.174,D. plexippus,A. curassavica,1.166,0.142361111,2,1,0,Attempt,Wasps emerged,0015-07
PC15.7.15.1,P. cassotis,6.177,D. plexippus,A. curassavica,1.34,0.020833333,2,1,0,Attempt,Wasps emerged,0015-07
PCO16.2.15.4,P. cassotis,6.181,D. plexippus,A. incarnata,0.594,0.097222222,2,1,0,Attempt,Wasps emerged,0016-02
PCO16.3.19.1,P. cassotis,6.181,D. plexippus,A. incarnata,1.067,0.024305556,2,1,0,Attempt,Wasps emerged,0016-03
PCO16.2.27.2,P. cassotis,6.191,D. plexippus,A. curassavica,1.3,0.045138889,0,0,1,No attempt,Butterfly,0016-02
PC15.5.20.10,P. cassotis,6.229,D. plexippus,A. curassavica,1.394,0.020833333,2,1,0,Attempt,Wasps emerged,0015-05
PC15.5.20.11,P. cassotis,6.229,D. plexippus,A. incarnata,1.389,0.125,0,0,1,No attempt,Butterfly,0015-05
PC15.5.20.8,P. cassotis,6.229,D. plexippus,A. curassavica,1.291,0.083333333,2,1,0,Attempt,Wasps emerged,0015-05
PCO16.4.23.1,P. cassotis,6.229,D. plexippus,A. curassavica,NA,0.020833333,1d,0,0,Attempt,"Dead butterfly, no wasps",0016-04
PCO16.4.23.2,P. cassotis,6.229,D. plexippus,A. curassavica,1.373,0.1875,2,1,0,Attempt,Wasps emerged,0016-04
PCF16.8.1.1,P. cassotis,6.257,D. plexippus,A. incarnata,0.888,0.256944444,1d,0,0,Attempt,"Dead butterfly, no wasps",0016-08
PC14.7.23.2,P. cassotis,6.292,D. plexippus,A. curassavica,1.45,0.177083333,0,0,1,No attempt,Butterfly,0014-07
PC15.7.15.3,P. cassotis,6.319,D. plexippus,A. curassavica,1.09,0.090277778,2,1,0,Attempt,Wasps emerged,0015-07
PC14.9.6.1,P. cassotis,6.323,D. plexippus,A. incarnata,1.25,0.239583333,2,1,0,Attempt,Wasps emerged,0014-09
PC14.9.6.2,P. cassotis,6.323,D. plexippus,A. incarnata,1.33,0.239583333,2,1,0,Attempt,Wasps emerged,0014-09
PC16.8.5.1,P. cassotis,6.326,D. plexippus,A. incarnata,0.806,0.659722222,0,0,0,No attempt,"Dead butterfly, no wasps",0016-08
